"time","prey","predators"
991,160.08482295975,23.0180331364062
992,153.333642046384,25.6182213736749
993,143.045934500556,28.2689066019749
994,130.0001836668,30.8295483068517
995,115.27943783445,33.1553389416402
996,100.045788575115,35.1232184692862
997,85.3163823908837,36.6519189807917
998,71.8202990448619,37.7094052837371
999,59.9621301308585,38.3078677514854
1000,49.8688510480888,38.4909932296425
